uid,descriptor,vocabulary,description,name_displayname,lat,long,birth_year_yyyy,death_year_yyyy,feature_type,year_started_yyyy,year_ended_yyyy,occupation
18533621,Queenstown Government Chinese Middle School,_Organisations,Government Chinese secondary school. Renamed from Singapore Government Chinese Middle School when it moved to Strathmore Avenue.,na,na,na,na,na,na,1957,1958,na
18533066,Queenstown Lutheran Church (Singapore),_GeoBuildings,"The church building was built in 1966. It conducts regular worship services as well as sewing, cooking and language classes for residences in the neighbourhood.",na,1.3062254,103.7992932,na,na,church,na,na,na
18592316,Queenstown Neighbourhood Police Centre,_GeoBuildings,Singapore’s first neighbourhood police centre that moved from its location at Commonwealth Avenue to the newly built Queensway building on 6 September 2005. It is part of an integrated complex that includes the Alexandra Fire Station and the headquarters of the Singapore Civil Defence Force.,na,1.2884266,103.8028295,na,na,police post,na,na,na
18620503,Queenstown Police Station,_GeoBuildings,Police station located between Tanglin Halt Road and Queensway. It was opened in 1963 to replace the Alexandra Police Station. The station was closed in 1987. The building was taken over by the Civil Defence Force in the 1990s.,na,na,na,na,na,police post,na,na,na
18338817,Queenstown Polyclinic,_Organisations,One of the polyclinics under the National University Polyclinics located at Queenstown.,na,na,na,na,na,na,na,na,na
18488187,Queenstown Primary School,_Organisations,Government primary school. Established in 1956. Merged with Birkhall Road School in 1984. Merged with Mei Chin Primary School and Tanglin Primary School to form the new Queenstown Primary School in 2002.,na,na,na,na,na,na,1956,na,na
18580919,Queenstown Public Library,_Organisations,A public library of the National Library Board.,Queenstown Public Library,na,na,na,na,na,1970,na,na
18342636,Queenstown Public Library (Place),_GeoBuildings,A public library managed by the National Library Board. It was opened on 30 April 1970 by Mr Lee Kuan Yew.,na,1.298697,103.805472,na,na,library,na,na,na
18488349,Queenstown Secondary School,_Organisations,Government secondary school. Renamed from Queenstown Secondary Technical School in 1993.,na,na,na,na,na,na,1993,na,na
18533289,Queenstown Secondary Technical School,_Organisations,Technical school. Started in 1956 as a boys' technical school housed in Jalan Eunos School. Moved to Strathmore Avenue in 1957. Started a pre-university class in 1965. Became co-educational in 1971. Renamed Queenstown Secondary School in 1993.,na,na,na,na,na,na,1956,1993,na
18592120,Queenstown Sports Complex,_Geographics,"Singapore’s first neighbourhood sports complex, officially opened on 15 August 1970. It is located between Stirling Road and Mei Chin Road in Queenstown area. It comprises a stadium and swimming pools.",na,1.2967272,103.8024352,na,na,stadium,na,na,na
18657699,Queenstown Stadium,_GeoBuildings,"Public sports stadium operated by Sport Singapore. Part of the Queenstown Sports Complex that was opened in 1970, the stadium served as a premier location for National Day parades and regional sporting competitions in the 1970s and 1980s. It comprises a soccer field and a six-lane running track.",na,1.2962149,103.8022344,na,na,stadium,na,na,na
18533010,Queenstown (Town),_Geographics,"A public housing estate located in the central area. It was an early satellite town, built initially by the Singapore Improvement Trust in the 1950s. Its subsequent development in the 1960s was taken over by HDB.",na,na,na,na,na,housing development,na,na,na
18620049,Queenstown Vocational Institute,_Organisations,Tertiary school dedicated to manual and applied arts. Predecessor of Baharuddin Vocational Institute before it was renamed in 1968.,Queenstown Vocational Institute,na,na,na,na,na,na,1968,na
18588122,Queenstown Water Polo Club,_Organisations,Water polo club. The National Water Polo Team comprised solely of Queenstown players in the 1979 and 1981 SEA Games teams and the 1982 Asian Games team.,Queenstown Water Polo Club,na,na,na,na,na,1971,na,na
18345629,Queensway,_Geographics,Road located between Farrer Road and Portsdown Avenue. Officially named in 1954 after Queen Elizabeth.,na,1.2940149,103.7991339,na,na,street,na,na,na
18488350,Queensway Secondary School,_Organisations,Government secondary school. Started in 1961 as an English academic school at 2A Margaret Drive. Mei Chin Secondary School merged into Queensway Secondary School in 2000.,na,na,na,na,na,na,1961,na,na
18592314,Queensway Shopping Centre,_GeoBuildings,"One of Singapore’s first multi-purpose shopping complexes opened in 1974 to provide shopping and recreational options for residents in Queenstown. It comprised a four-storey shopping centre, a basement car park, offices, and a 13-storey apartment tower. It was developed by City Developments Limited.",na,1.2876179,103.8033911,na,na,mall,na,na,na
18343388,Queensway (Subzone),_Geographics,"A subzone of the Queenstown planning area in the Central Region. It is bounded by Queensway, Alexandra Road, the Ayer Rajah Expressway and Portsdown Avenue.",na,1.28885,103.7993,na,na,administrative division,na,na,na
18620627,"Quek Chong, Weixin",_People,"Visual artist who is the artist-in-residence at the National Museum of Modern & Contemporary Art in Seoul. Her works exhibit her fascination with the stylisation of natural elements, digital and organic memory systems and the relationship between surface and perceived superficiality. Highlights of her works include the award winning ""sft crsh ctrl"" produced for the President's Young Talents at Singapore Art Museum (between 2018 and 2019).",Weixin Quek Chong,na,na,1988,na,na,na,na,Artist
18560689,"Quek, George",_People,"Founder and managing director of BreadTalk. The executive director of Topwin Singapore, which runs Food Junction food courts in Singapore and Malaysia is also President of the Teochew Poit Ip Huay Kuan.",George Quek,na,na,na,na,na,na,na,Entrepreneur
18661973,"Quek, Hong Shin",_People,"Children's book author and freelance illustrator. His ""The Incredible Basket"" (Epigram, 2018) won Best Children's Picture Book at the 2019 Singapore Book Awards. He has illustrated several picture books, and also conducts illustration workshops.",Quek Hong Shin,na,na,na,na,na,na,na,Children's writer | Illustrator
18586410,"Quek, Justin",_People,"Celebrity chef. The owner and principal chef of fine-dining restaurant, Sky on 57, was opening chef de cuisine and partner of French restaurant, Les Amis, and the first Singaporean to be appointed personal chef to the French ambassador. He also had several restaurants overseas and was a consultant for Hong Kong eateries. He is the author of the cookbook, “Passion and Inspiration”.",Justin Quek,na,na,1962,na,na,na,na,Chef | Restaurateur | Food writer
18604125,"Quek, Kian Guan",_People,"Artist. A student of Professor Au Ho-Nien of the University of Chinese Culture in Taiwan, his paintings show a combination of traditional Chinese brush painting and Lingnan style of Chinese painting. He held a solo exhibition at the Raffles Hotel in 1981 and joint exhibitions in Taiwan and Japan. He was also United Overseas Bank (UOB)'s art collection officer and acting head of the Statistics and Information Section in the People's Association.",Quek Kian Guan,na,na,1949,na,na,na,na,Painter (Art)
18486913,"Quek, Ling Kiong",_People,Percussionist and conductor. He is the resident conductor of the Singapore Chinese Orchestra since 2013.,Quek Ling Kiong,na,na,1967,na,na,na,na,Conductor (Music)
18487500,"Quek, Phyllis",_People,"A model turned actress who has released one song album. She became known after entering and winning third place in the talent competition, Star Search, in 1995. From there, she went on to appear in numerous Chinese drama serials and movies, initially in Singapore, but subsequently more so in the East Asia region.",Phyllis Quek,na,na,1972,na,na,na,na,Fashion model | Actor | Singer
18561634,"Quek, Prabhakara Jimmy",_People,"Full-time artist since 1986. His paintings are greatly influenced by his Buddhist beliefs and often depict concepts such as continuity, change and impermanence. His works have been exhibited extensively internationally. His paintings are collected by corporations and individuals worldwide and displayed at several public spaces in Singapore. He signs his works as Prabhakara, which means source of light in Sanskrit.",Prabhakara Jimmy Quek,na,na,1955,na,na,na,na,Painter (Art)
18600956,"Quek, Shin",_People,"One of the founding Directors of Overseas Union Bank (1947-1949) and founder of Quek Shin & Son (Private) Limited. Appointed Justice of Peace in 1935, he also served as Chairman of Red Swastika School Board of Directors (1952-1955) and the Director of Nanyang Siang Pau and Chung Shing Jit Pau.",Quek Shin,na,na,1886,1955,na,na,na,Entrepreneur | Justice of the Peace | Banker
18339835,"Quek, Yong Siu",_People,"Poet, author and musician. He is the President of the Association of Composers, Vice-president of the Chinese Instrumental Music Association, music director and conductor of the Bel Canto Philharmonic Male Choir (东艺男声合唱团) and Cha Yang Male Choir (茶阳合唱团). He is also a lecturer at the Electronics Department of the Institute of Technical Education (ITE).",Quek Yong Siu,na,na,1951,na,na,na,na,Poet | Writer | Musician | Academic
18344594,Quemoy Road,_Geographics,A road located off Paya Lebar Road. It was officially named in 1957.,na,1.3445752,103.8813417,na,na,street,na,na,na
18455338,Quests (Musical group),_Organisations,"Popular Singapore band in the 1960s. It was initially established in 1961 by guitarist Jap Chong Chow Pin, Raymond Leong, bassist Henry Chua and drummer Lim Wee Guan, and later joined by guitarist Reggie Verghese and singer Vernon Cornelius. The band's debut single featured the original instrumental “Shanty” , which became the first song by a local band to reach the top of the Singapore charts, displacing The Beatles’ “I Should Have Known Better” at the top spot, and staying there for over 10 weeks. It was disbanded in 1970, though the members occasionally reunited for charity concerts in 1982, 1989 and 2001, and re-recorded a CD of their hits in 1994.",The Quests,na,na,na,na,na,1961,1970,na
18563903,"Quintal, Mary",_People,"Police officer who rose through the ranks to become the highest ranking female officer. She was with the Singapore Police Force from 1949 to 1974. She started out as a Woman Police Constable (1949-1950), and went on to become Inspector, Women's Police Constabulary (1950-1961), and finally the highest rank of Assistant Superintendent of Police (1961-1974). In her younger days, she was a prominent badminton player who won the Singapore Badminton Association mixed doubles title in 1936, with shuttler Ong Poh Lim. She was inducted into the SIngapore Women's Hall of Fame for her achievements in 2014.",Mary Quintal,na,na,1928,2000,na,na,na,Police officer | Badminton player
18543762,"Qwek, Wee Chew",_People,"Painter who specialises in the still-life genre and one of the early batch of second generation Singaporean artists. He was one of a group of artists who called themselves the ""Nathan Group"". His early paintings were mainly of Malayan themes before he switched to still-life genre in oil on canvas in the 1970s by synthetising the ink brush and Western oil techniques. He left the art world in the 1970s and assumed his father’s responsibilities as temple caretaker at Yueh Hai Ching Temple.",Qwek Wee Chew,na,na,1934,na,na,na,na,Painter (Art)
18577847,R. A. Hamid,_People,"Union activist who was noted for championing issues concerning seamen's welfare. He helped form the Singapore Organisation of Seamen in 1971, and served as president of the union until his death in 1982.",R. A. Hamid,na,na,1923,1982,na,na,na,Trade unionist
18486518,R. Ismail,_People,"R. Ismail is a Malay singer who achieved the height of his popularity in the 1950s to 1970s. He is also a guitarist who played in several nightclubs in the 1970s. The son of another famous singer, A. Rahman, Ismail's songs can still be heard over the radio in Singapore and Malaysia.",R. Ismail,na,na,1937,na,na,na,na,Singer | Musician
18591752,R. Koesbini,_People,"Indonesian musician and composer who wrote, arranged and orchestrated kroncong songs with nationalistic themes. He was a music director for films in the 1940s, a music teacher in Yogyakarta and operated his own music school. The song he wrote ""Bagimu Negeri"" about an independent Indonesia has been compulsory singing for Indonesian elementary school students.",R. Koesbini,na,na,1910,1991,na,na,na,Composer
18590402,R. Sim Trading,_Organisations,"Sole proprietorship selling kitchen appliances and household goods at People’s Park Complex. The company was named after its founder Ron Sim Chye Hock. In 1987, it began selling healthcare products and expanded regionally. In 1994, it was renamed Osim.",R. Sim Trading,na,na,na,na,na,1980,1994,na
18532917,Race Course Golf Club,_Organisations,Golf club formed by ex-members of the Sporting Club and those of the Royal Golf Club. The club was renamed the Island Club in 1932 when it moved to its new golf course in MacRitchie.,na,na,na,na,na,na,1924,1932,na
18346201,Race Course Lane,_Geographics,"A road located off Serangoon Road, connecting to Race Course Road.",na,1.3097525,103.8529361,na,na,street,na,na,na
18344885,Race Course Road,_Geographics,"Located between Bukit Timah Road and Rangoon Road, and runs from Rangoon Road to Balestier Road. It is parallel to Serangoon Road. The road marks part of the area of the old race course at present day Farrer Park which occupied the site between 1843 and 1935 before relocating to the Turf Club in Bukit Timah.",na,1.3121388,103.8531781,na,na,street,na,na,na
18348701,Race Course Road Conservation Area,_Geographics,A conservation area designated by the Urban Redevelopment Authority. It is part of Little India conservation area.,na,na,na,na,na,na,na,na,na
18608844,Race Course Village,_Geographics,"Village located at the junction of Annamalai Avenue and Bukit Timah Road, around present day Lucky Park estate. The village was named after the Singapore Turf Club’s racecourse across the road. Its residents were mainly Baweanese from Pulau Bawean in Indonesia. The village was recorded on a 1945 map. it remains in existence in a 1971 map of the Bukit Timah area despite new developments around it.",na,1.33333,103.8,na,na,historical populated place,na,na,na
18347037,Radin Mas,_Geographics,"Neighbourhood located within Telok Blangah in Bukit Merah planning area, spanning across Redhill, Bukit Purmei and Tiong Bahru. Named after the Javanese princess Radin Mas Ayu, it was the original location of a Malay village Kampong Radin Mas. The village was removed from the late 1960s for the construction of a housing estate.",na,na,na,na,na,populated place,na,na,na
18585948,Radin Mas Community Club,_Organisations,"Community club officially opened in 1978 at Telok Blangah Crescent as Radin Mas Community Centre, to serve the residents of the area. It is home to the Radin Mas Mahjong Club.",Radin Mas Community Club,na,na,na,na,na,1978,na,na
18488188,Radin Mas Primary School,_Organisations,Government co-educational primary school. Moved to Bukit Purmei and renamed from Radin Mas School in 1984.,na,na,na,na,na,na,1984,na,na
18533292,Radin Mas School,_Organisations,Started as a boys' school in 1926 at the foot of Mount Faber. Renamed as Radin Mas Primary School and moved to Bukit Purmei in 1984.,na,na,na,na,na,na,1962,1984,na
18486652,Radio Active (Musical group),_Organisations,"A local band comprising bassist Herey Teper, and two former members of the rock band Do Not Ask -- Jeff Long (guitarist and vocalist) and Dulcie Soh (vocalist). The band launched their debut album ""Eyes In The Attic"" in 1993.",Radio Active,na,na,na,na,na,1993,na,na
18545127,Radio Corporation of Singapore,_Organisations,"Private company that provides radio broadcasting service. It was established following the privitisation and reorganisation of the statutory board, Singapore Broadcasting Corporation in 1994. In 2001, it was succeeded by MediaCorp Radio, with MediaCorp as the holding company.",Radio Corporation of Singapore,na,na,na,na,na,1994,2001,na
18539719,Radio Malaya,_Organisations,"A radio broadcaster managed by the British with headquarters in Singapore. During the Emergency, the radio service played a role in responding to propaganda from the Malayan Communist Party and in relaying messages from the government to the communist rebels. Radio Malaya and Radio Singapura split in 1957 when the headquarters moved to Kuala Lumpur. Radio Malaya and Radio Singapura merged to form Radio Malaysia in 1963.",Radio Malaya,na,na,na,na,na,1946,1963,na
18542184,Radio Malaysia,_Organisations,"A radio broadcaster that consolidated Radio Malaya and Radio Singapura when the Federation of Malaysia was formed in 1963. After the merger, the station reorganised its Singapore broadcasting unit to provide services in Chinese dialects in addition to programmes in English, Tamil and Malay. It merged with Televisyen Malaysia to form Radio Televisyen Malaysia in 1969.",Radio Malaysia,na,na,na,na,na,1963,1969,na
18539720,Radio Singapura,_Organisations,"Radio broadcaster that was split from Radio Malaya in 1959 following the independence of Federation of Malaya. Radio Malaya and Radio Singapura recombined to form Radio Malaysia when the Federation of Malaysia was established in 1963. Radio Malaysia reorganised its Singapore broadcasting unit to provide services in Chinese dialects. In 1963, Radio Singapura merged with the government-owned Television Singapura to form Radio and Television Singapore.",Radio Singapura,na,na,na,na,na,1959,1963,na
18539725,Radio-Television Singapore,_Organisations,"A state run broadcasting company that consolidated Radio Singapura and Television Singapura. It transmitted English and Malay television programmes on Channel 5, and Chinese and Tamil television programmes on Channel 8. In 1966, an educational service was started for schools. The station started broadcasting colour television programmes in 1974, as well as broadcast the country’s first live telecast in the same year. In 1980, Radio and Television Singapore was restructured into Singapore Broadcasting Corporation after the Singapore Broadcasting Act was passed to provide greater autonomy to the station.",na,na,na,na,na,na,1965,1980,na
18346965,Raeburn Park,_Geographics,"A road located off Spottiswoode Park Road. It was named after Charles Scott's (1802-1858) nutmeg plantation, Raeburn, and after A.H. Raeburn of Gutherie & Company Limited in the 1880s.",na,1.2732157,103.8351365,na,na,street,na,na,na
18534054,Raeburn Park School,_Organisations,"Junior school. Established in 1954 by a group of senior Singapore Harbour Board officials for non-service expatriate children. It came under the management of Tanglin Trust Ltd in 1974, and moved to Portsdown Road in 1976. In 1981, it merged with Tanglin Preparatory School and Weyhill Preparatory School to form Tanglin Infant School and Tanglin Junior School.",na,na,na,na,na,na,1954,1981,na
18526215,RAF Changi Yacht Club,_Organisations,Successor of the Changi Garrison Yacht Club when the yacht club was re-opened and managed by the Royal Air Force after the Japanese Occupation. It was renamed NSPB Changi Sailing Club in 1971 after its management was handed over to the National Sports Promotion Board (NSPB).,RAF Changi Yacht Club,na,na,na,na,na,1947,1971,na
18662054,RAF Seletar Association,_Organisations,Association established to reunite former Royal Air Force (RAF) personnel who served or based in Seletar Camp or at any RAF Station in Singapore. Membership is also opened to past and present personnel of the Singapore Armed Forces who served/serve at Seletar Base as well as members of the Seletar Flying Club.,RAF Seletar Association,na,na,na,na,na,1997,na,na
18486616,Rafeah Buang,_People,"Singer who started her singing career in the 1960s after she won the Bintang Satria Singapura singing competition in 1962. Besides being talented in singing, she also wrote poems and short stories under the pen-name of Rina Balkiah in the 1960s in Singapore.",Rafeah Buang,na,na,1948,2002,na,na,na,Singer | Writer
18347506,Raffles Avenue,_Geographics,Road built on the reclaimed Marina Bay area. It is located between Stamford Road and Republic Boulevard.,na,1.2896439,103.8591262,na,na,street,na,na,na
18347507,Raffles Boulevard,_Geographics,Road built on the reclaimed Marina Bay area. It is located between Bras Basah Road and Republic Boulevard.,na,1.2914591,103.8589199,na,na,street,na,na,na
18504313,Raffles City,_GeoBuildings,"A large integrated complex occupying an entire city block, bound by Beach Road, Stamford Road, North Bridge Road and Bras Basah Road. It comprises two hotels, an office tower, a shopping mall as well as the Raffles City Convention Centre. Officially opened in 1986, it was designed by I.M.Pei. It stands on the original site of Raffles Institution.",na,1.2938936,103.8531199,na,na,building,na,na,na
18540079,Raffles College,_Organisations,"A college for higher education in the arts and sciences . It was set up to commemorate the founding of Singapore by Sir Stamford Raffles. In 1949, it merged with the King Edward VII College of Medicine to form the University of Malaya.",Raffles College,na,na,na,na,na,1928,1949,na
18488189,Raffles Girls' Primary School,_Organisations,Government girls' primary school. Raffles Girls' School was split into Raffles Girls' Primary School and Raffles Girls' Secondary School in 1959. Selected for Gifted Education Programme in 1984.,na,na,na,na,na,na,1959,na,na
18533294,Raffles Girls' School,_Organisations,"Started in 1844 as a girls' department in Raffles Institution. Initially functioned as a moral development and vocational training class but later progressed to be an educational institution. Primary classes were started after World War II. In 1959, the school was split into Raffles Girls' Primary School and Raffles Girls' Secondary School.",na,na,na,na,na,na,1844,1959,na
18488351,Raffles Girls' School (Secondary),_Organisations,"Independent girls' secondary school with integrated programme. Affiliated to Raffles Institution. Raffles Girls' School was split into Raffles Girls' Primary School and Raffles Girls' Secondary School in 1959, and the latter shifted to Anderson Road. Selected for Gifted Education Programme in 1984.",na,na,na,na,na,na,1959,na,na
18586565,Raffles Hospital,_Organisations,"A private general hospital in Singapore. It began as a a joint-venture between Raffles Medical Group and Pidemco Land, Pidemco-Raffles Properties, to convert Blanco Court into the private general hospital. It is the flagship of the Raffles Medical Group, a private healthcare provider in Singapore and South East Asia.",Raffles Hospital,na,na,na,na,na,2002,na,na
18341936,Raffles Hotel (Place),_GeoBuildings,"The oldest surviving hotel in Singapore. Although the hotel was established in 1887, the three-storey main building was completed in 1899, replacing the original Beach House. It was designed in the Neo-Renaissance style by Regent A. J. Bidwell of Swan & Maclaren. Over the years, it underwent a series of expansions and renovations. The building was gazetted a national monument on 4 March 1987, during the hotel's 100th anniversary. Major restorations took place from 1989 to 1991, and again from 2017 to 2019.",na,1.2950974,103.8540683,na,na,hotel,na,na,na
18488415,Raffles Institution,_Organisations,"An independent school first established in 1823 as the Singapore Institution. It was renamed Raffles Institution in 1868 in honour of its founder, Sir Stamford Raffles. Originally located at Bras Basah Road, it moved to Grange Road, and later to Bishan where it now stands. In 2009, it was integrated with Raffles Junior College.",Raffles Institution,na,na,na,na,na,1868,na,na
18526521,Raffles Junior College,_Organisations,Government junior college established in 1982 when Raffles Institution (RI) transferred its pre-university classes out. It moved from Paterson Road to Mount Sinai in 1984. It merged into RI in 2009.,Raffles Junior College,na,na,na,na,na,1982,2009,na
18568442,Raffles Library,_Organisations,The Raffles Library and Museum was split into the Raffles Library and Raffles Museum in 1955. L.M. Harrod was the first director of the Raffles Library. The library was renamed Raffles National Library on 1 April 1958 with the enactment of the Raffles National Library Ordinance.,Raffles Library,na,na,na,na,na,1955,1958,na
18539792,Raffles Library and Museum,_Organisations,"A public institution, museum and library which contained zoological and ethnographic collections sourced from Southeast Asia. Formerly known as Singapore Library, the colonial government took over its management in 1874 and renamed it Raffles Library and Museum. It comprised three divisions: the reference library, lending library and reading room. Originally located at the Town Hall (Victorial Memorial Hall), it was later relocated to the current site of the National Museum of Singapore. It was renamed Syonan Hakubutsu Kan in 1942 when the Japanese occupied Singapore. After the Japanese surrendered in 1945, it was reopened as Raffles Library and Museum. The administration of the library and museum was split as Raffles Library was separated from the Raffles Museum in 1955.",Raffles Library and Museum,na,na,na,na,na,1874,1955,na
18546204,Raffles Lighthouse,_GeoBuildings,"A lighthouse located on Pulau Satumu, 23 km south-west of Singapore, at the western entrance of Singapore Straits. It was designed by John Bennet, and named after the founder of Singapore, Sir Thomas Stamford Raffles. The foundation stone was laid in 1854. The lighthouse began daily operations from December 1855.",na,1.160866,103.740721,na,na,lighthouse,na,na,na
18347508,Raffles Link,_Geographics,Road built on the reclaimed Marina Bay area that connects Raffles Avenue and Raffles Boulevard.,na,1.2918573,103.8560405,na,na,street,na,na,na
18342620,Raffles Marina,_GeoBuildings,Marina at the west end of Singapore with clubhouse and hotel. It offers a range of berthing options and services for yachts up to 100 metres in length.,na,1.3415141,103.6351707,na,na,marina,na,na,na
18589798,Raffles Medical Group,_Organisations,"Integrated private healthcare provider comprising a tertiary hospital (Raffles Hospital), a network of family medicine and dental clinics, Japanese and Traditional Chinese Medicine clinics, and a consumer healthcare division. It was founded with two clinics in central Singapore. It has representative offices and associates in the Asia-Pacific region.",Raffles Medical Group,na,na,na,na,na,1976,na,na
18568451,Raffles Museum,_Organisations,The Raffles Library and Museum was split into the Raffles Library and Raffles Museum in 1955. The museum was renamed National Museum in 1960.,Raffles Museum,na,na,na,na,na,1955,1960,na
18539377,Raffles Museum of Biodiversity Research,_Organisations,A museum and research centre located at the National University of Singapore’s Department of Biological Sciences. It contained the collection of zoological selection from the Raffles Museum and conducts research and education on biodiversity. The museum was renamed Lee Kong Chian Natural History Museum on 1 April 2014.,na,na,na,na,na,na,1998,2014,na
18568445,Raffles National Library,_Organisations,"The Raffles Library was renamed Raffles National Library on 1 April 1958 with the enactment of the Raffles National Library Ordinance. In 1960, it was renamed National Library when it moved to its new building beside the museum.",Raffles National Library,na,na,na,na,na,1958,1960,na
18560934,"Raffles, Olivia Mariamne",_People,"Stamford Raffles' first wife. She purportedly met Raffles when seeking a widow's pension at the Secretary's Office in London where he was working as a clerk. She married Raffles, who was a decade younger, on 18 March 1805. Mount Olivia, a hillock in Penang was named in her honour.",Olivia Mariamne Raffles,na,na,1771,1814,na,na,na,na
18348450,Raffles Place,_Geographics,The site of Singapore's first commercial centre and business district for all communities. It was renamed from Commercial Square in 1858. It remains the heart of the Central Business District. Major landmarks in the area include the OUB Centre.,na,1.284091,103.851401,na,na,square,na,na,na
18343940,Raffles Place (Subzone),_Geographics,"A subzone of the Downtown Core Planning Area. It is bounded by the Singapore River, Collyer Quay, Raffles Quay, Cross Street, Telok Ayer Street, Philip Street and South Canal Road.",na,1.28387,103.85131,na,na,administrative division,na,na,na
18347504,Raffles Quay,_Geographics,"Road located between Collyer Quay and Shenton Way. It was named after Singapore's founder, Sir Stamford Raffles (1781-1826).",na,1.2810052,103.8512353,na,na,street,na,na,na
18563918,"Raffles, Sophia, Lady",_People,"Raffles' second wife who bore him five children. She wrote ""Memoir of the Life and Public Services of Sir Thomas Stamford Raffles"", which became the standard biography of Raffles due to the sheer weight of original materials used.",Lady Sophia Raffles,na,na,1786,1858,na,na,na,na
18338326,"Raffles, Thomas Stamford, Sir",_People,"British colonial administrator best known as the founder of modern Singapore. He was Lieutenant-Governor of British Java (1811-1815) and Governor-General of Bencoolen (1817-1822). Raffles first arrived in Singapore on 29 January 1819, and by 6 February 1819 had signed a treaty and raised the Union Jack on the island. Among his other contributions was the establishment of the Singapore Institution (later known as Raffles Institution), and the Singapore Library (now known as the National Library) which was established within the Singapore Institution.",Sir Thomas Stamford Raffles,na,na,1781,1826,na,na,na,Colonial administrator
18604359,Rafiee Ghani,_People,Malaysian artist. He trained at De Vrije Academie Voor Bildeende Kunst before graduating from MARA. He also taught painting and printmaking at MARA and in the Seychelles. He often explores still life themes.,Rafiee Ghani,na,na,1962,na,na,na,na,Artist
18344681,Raglan Grove,_Geographics,"A road located off Serangoon Garden Way in Serangoon Gardens Estate. It was named after the Welsh town and castle, and after British general Lord Raglan who was famous in the Crimean War and for his design for a style of sleeve.",na,1.3644599,103.8691356,na,na,street,na,na,na
18584627,Rahayu Mahzam,_People,Lawyer specializing in civil litigation and family law. She had served as deputy registrar of the Syariah Court from 2013 to 2015 before returning to private practice. She was elected Member of Parliament for Jurong GRC in 2015.,Rahayu Mahzam,na,na,1980,na,na,na,na,Lawyer | Member of Parliament | Politician
18561650,Rahim Omar,_People,"Football player who represented the national football teams of Singapore and Malaya in the 1950s and 1960s. The forward lifted the Malaya Cup five times with Singapore, and also played for Negri Sembilan, Selangor, Perak and the Malaysian Armed Forces. He later became player-coach of the Malaysian Armed Forces (MAF) team in 1967.",Rahim Omar,na,na,1934,1990,na,na,na,Footballer | Coach (Sports)
18486907,Rahimah Rahim,_People,"One of the most popular Malay entertainers of the 1970s and 1980s who has recorded more than a dozen albums. She took a break from show business in 1989, and returned with a compilation album in 2003. She performed in her first English language musical, ""Fried Rice Paradise” in 2010, and was in Royston Tan's movie ""3688"" (2015). She also known by her nickname ""Kak Gerl"".",Rahimah Rahim,na,na,1955,na,na,na,na,Singer | Actor
18533943,Rahmat Kenap,_People,Member of Legislative Assembly (1963-1968) and Member of Parliament (1968-1980) for Geylang Serai constituency.,Rahmat bin Kenap,na,na,1925,1999,na,na,na,Member of Parliament
18563559,Rahmat Mawar,_People,"Football player who played for the Singapore Malays Football Association (SMFA) (1965-1975), Darul Alfiah, Stable Football Club and Tampines Rovers Football Club.",Rahmat bin Mawar,na,na,1942,na,na,na,na,Footballer
18344147,Rain Tree Valley,_Geographics,A housing estate located on Munshi Abdullah Walk.,na,1.3834793,103.8308338,na,na,housing development,na,na,na
18606113,Rainbow Centre,_Organisations,"Social service organisation that operates three special education schools, the Margaret Drive School, and the Yishun Park School at Yishun and Woodlands, for children and youths with special needs. It is a registered charity.",Rainbow Centre,na,na,na,na,na,1987,na,na
18604235,Raja Shahriman Raja Aziddin,_People,Malaysian sculptor. He taught at the Malaysian Institute of Art for three years before moving back to his hometown to become a full-time artist. He is known for his forged metal sculptures.,Raja Shahriman Raja Aziddin,na,na,1967,na,na,na,na,Sculptor
18594078,"Rajagopal, K.",_People,"Film director and screenwriter whose film ""A Yellow Bird"" was selected to be screened at the International Critics' Week at the 2016 Cannes Film Festival.",K. Rajagopal,na,na,1965,na,na,na,na,Movie director | Screenwriter
18517358,"Rajah, A. P.",_People,"Lawyer and first Speaker of Parliament (1965). He was Singapore's first High Commissioner to the United Kingdom in 1966, and High Commissioner to Australia and Fiji from 1971 to 1973. He became Judge, Supreme Court of Singapore from 1976 until 1990 when he retired at the age of 79.",A. P. Rajah,na,na,1911,1999,na,na,na,Lawyer | Member of Parliament | Diplomat | Judge
18589800,Rajah & Tann Singapore,_Organisations,"Law firm founded by Thampore T. Rajah and Tann Wee Tiong. It provides legal services in banking, competition, corporate governance, corporate finance, dispute resolution, information technology, infrastructure, insolvency, insurance, mergers and acquisitions, shipping, telecommunications and trade. The firm has regional offices in other Southeast Asian countries. The Rajah & Tann Foundation was set up in early 2011 to give a portion of the firm's annual earnings to social causes.",Rajah & Tann,na,na,na,na,na,1954,na,na
18552081,"Rajah, K. S.",_People,"Lawyer who served as Deputy Public Prosecutor and Senior State Counsel (1963-1972); Director of Legal Aid Bureau (1972-1985); and Judicial Commissioner, Supreme Court (1991-1995).",K. S. Rajah,na,na,1930,2010,na,na,na,Lawyer
18540749,"Rajah, T. T.",_People,Lawyer who joined the People's Action Party (PAP) in 1954 and was elected its Secretary-General in 1957. He resigned from the party that same year.,T. T. Rajah,na,na,1919,na,na,na,na,Politician
